state,year,cigsale,lnincome,beer,age15to24,retprice
Minnesota,1974,110.5999985,9.828342,,0.182754,47
Minnesota,1975,111.5,9.801632,,0.18476146,49.40000153
Minnesota,1976,116.6999969,9.82493,,0.18676895,52.09999847
Minnesota,1977,117.1999969,9.875978,,0.18877642,53.09999847
Minnesota,1978,118.9000015,9.913442,,0.19078389,57.90000153
Minnesota,1979,118.3000031,9.909161,,0.19279136,60.90000153
Minnesota,1980,117.6999969,9.877483,,0.19479883,63
Minnesota,1981,120.8000031,9.867996,,0.18921515,65.80000305
Minnesota,1982,119.4000015,9.863186,,0.1836315,71.69999695
Minnesota,1983,113.1999969,9.874606,,0.17804782,87.30000305
Minnesota,1984,110.8000031,9.950923,23.5,0.17246416,99.19999695
Minnesota,1985,113,9.968969,23,0.16688049,101.5
Minnesota,1986,104.3000031,10.005522,23,0.16129681,116.3000031
Minnesota,1987,108.8000031,10.023768,23.2,0.15571316,120.0999985
Minnesota,1988,94.09999847,10.016611,22.9,0.15012948,141.6999969
Minnesota,1989,92.30000305,10.047408,22.5,0.14454582,152.5
Minnesota,1990,90.69999695,10.046395,23.2,0.13896215,162.3000031
Minnesota,1991,86.19999695,10.031394,22.7,,173.8999939
Minnesota,1992,83.80000305,10.063346,22,,197.6999969
Minnesota,1993,81.59999847,10.058184,21.9,,215.6000061
Minnesota,1994,83.40000153,10.095023,22.5,,196.1000061
Minnesota,1995,84.09999847,10.148785,22.1,,202.1999969
Minnesota,1996,81.69999695,10.188946,22.4,,208.6000061
Minnesota,1997,84.09999847,10.175442,22.2,,216.8000031
Minnesota,1998,83.19999695,,,,220.1999969
Minnesota,1999,80.69999695,,,,227.3999939
Minnesota,2000,76,,,,303.6000061
Mississippi,1970,93.40000153,,,0.18313035,36.20000076
Mississippi,1971,105.4000015,,,0.18437305,37.5
Mississippi,1972,112.0999985,9.3974495,,0.18561575,37.40000153
Mississippi,1973,115,9.457063,,0.18685845,37.29999924
Mississippi,1974,117.0999985,9.436393,,0.18810114,41.40000153
Mississippi,1975,116.8000031,9.413603,,0.18934384,43
Mississippi,1976,120.9000015,9.477991,,0.19058652,46.40000153
Mississippi,1977,122.0999985,9.516372,,0.19182922,48.79999924
Mississippi,1978,124.9000015,9.540335,,0.19307192,53.59999847
Mississippi,1979,123.9000015,9.55297,,0.19431461,56.5
Mississippi,1980,127,9.503543,,0.19555731,59.70000076
Mississippi,1981,125.3000031,9.512449,,0.19204077,63
Mississippi,1982,125.8000031,9.498247,,0.18852423,69.19999695
Mississippi,1983,122.3000031,9.504479,,0.18500769,78.59999847
Mississippi,1984,116.4000015,9.545903,20.1,0.18149115,89
Mississippi,1985,115.3000031,9.553737,20.6,0.17797461,96.40000153
Mississippi,1986,113.1999969,9.576477,21.5,0.17445809,106
Mississippi,1987,110,9.599513,21.6,0.17094155,115.8000031
Mississippi,1988,109,9.627286,21.9,0.167425,122.5999985
Mississippi,1989,108.3000031,9.643641,21.6,0.16390847,125.8000031
Mississippi,1990,101.8000031,9.6446085,23.3,0.16039193,139.8999939
Mississippi,1991,105.5999985,9.652973,22.9,,142.6999969
Mississippi,1992,103.9000015,9.684978,23.5,,160.8000031
Mississippi,1993,105.4000015,9.701045,23.9,,177.8000031
Mississippi,1994,106,9.751939,24.5,,156.8999939
Mississippi,1995,107.5,9.785329,24,,153.8999939
Mississippi,1996,106.9000015,9.808868,24.3,,161.1999969
Mississippi,1997,106.3000031,9.803786,24.4,,168.6000061
Mississippi,1998,107,,,,175.8000031
Mississippi,1999,103.9000015,,,,199.5
Mississippi,2000,97.19999695,,,,272
Missouri,1970,121.3000031,,,0.16759299,36
Missouri,1971,127.5999985,,,0.16925956,36.79999924
Missouri,1972,130,9.733354,,0.17092612,37.70000076
Missouri,1973,132.1000061,9.780752,,0.1725927,37.70000076
Missouri,1974,135.3999939,9.739015,,0.17425928,38
Missouri,1975,135.6000061,9.73081,,0.17592585,43.5
Missouri,1976,139.5,9.769454,,0.17759241,44.70000076
Missouri,1977,140.8000031,9.808042,,0.17925899,45.90000153
Missouri,1978,141.8000031,9.844764,,0.18092556,49.90000153
Missouri,1979,140.1999969,9.847526,,0.18259212,52.20000076
Missouri,1980,142.1000061,9.801047,,0.1842587,57.29999924
Missouri,1981,140.5,9.810367,,0.1798325,59.90000153
Missouri,1982,139.6999969,9.802688,,0.17540629,64.69999695
Missouri,1983,134.1000061,9.829301,,0.1709801,74.80000305
Missouri,1984,130,9.881513,23.7,0.16655388,84.80000305
Missouri,1985,129.1999969,9.913292,23.7,0.16212769,93.69999695
Missouri,1986,128.8000031,9.946776,24.2,0.15770149,101.9000015
Missouri,1987,128.6999969,9.953278,24.2,0.15327528,108.5
Missouri,1988,127.4000015,9.958259,23.6,0.14884908,114.5999985
Missouri,1989,122.8000031,9.972259,23.6,0.14442287,118.9000015
Missouri,1990,119.0999985,9.970405,24.3,0.13999668,129.1000061
Missouri,1991,119.9000015,9.968204,23.9,,132.5
Missouri,1992,122.3000031,9.984798,23.7,,153.1000061
Missouri,1993,121.5999985,9.9861765,23.6,,157.6000061
Missouri,1994,119.4000015,10.016356,24.2,,146.8000031
Missouri,1995,124,10.053908,23.5,,150.3000031
Missouri,1996,124.0999985,10.076753,23.6,,159.8000031
Missouri,1997,120.5999985,10.071413,23.5,,163.3999939
Missouri,1998,120.0999985,,,,173.8000031
Missouri,1999,118,,,,197
Missouri,2000,113.8000031,,,,258.7999878
Montana,1970,111.1999969,,,0.1757925,34
Montana,1971,115.5999985,,,0.1771459,34.70000076
Montana,1972,122.1999969,9.694641,,0.17849931,40.09999847
Montana,1973,119.9000015,9.775743,,0.17985272,40.90000153
Montana,1974,121.9000015,9.740038,,0.18120612,41.79999924
Montana,1975,123.6999969,9.724647,,0.18255952,43.70000076
Montana,1976,124.9000015,9.730799,,0.18391293,45.29999924
Montana,1977,127,9.732777,,0.18526635,47.59999847
Montana,1978,127.1999969,9.814651,,0.18661974,51.90000153
Montana,1979,120.3000031,9.778626,,0.18797314,53.70000076
Montana,1980,122,9.743379,,0.18932655,56.70000076
Montana,1981,121.0999985,9.757294,,0.18333872,60.40000153
Montana,1982,122.4000015,9.73567,,0.17735088,65.69999695
Montana,1983,113.6999969,9.74816,,0.17136304,77.19999695
Montana,1984,110.0999985,9.74522,29.4,0.1653752,91.30000305
Montana,1985,103.5999985,9.729407,27.8,0.15938738,95.5
Montana,1986,97.80000305,9.774853,27.4,0.15339954,102
Montana,1987,91.69999695,9.778117,27.2,0.1474117,106.1999969
Montana,1988,87.09999847,9.765144,27.6,0.14142387,115.3000031
Montana,1989,86.19999695,9.81518,27.2,0.13543603,123
Montana,1990,84.69999695,9.80227,27.8,0.12944819,140.3999939
Montana,1991,82.90000153,9.83213,28,,143.6000061
Montana,1992,86.59999847,9.838708,27.7,,163.5
Montana,1993,86,9.870498,26.2,,179.3999939
Montana,1994,88.19999695,9.8719,26.6,,151.3000031
Montana,1995,90.5,9.891279,26.5,,155.3999939
Montana,1996,87.30000305,9.90176,26.7,,156.8000031
Montana,1997,88.90000153,9.886044,27,,164.8999939
Montana,1998,89.09999847,,,,175.3999939
Montana,1999,82.59999847,,,,196.1999969
Montana,2000,75.5,,,,260.7000122
Nebraska,1970,108.0999985,,,0.17373738,33.90000153
Nebraska,1971,108.5999985,,,0.17521714,34.70000076
Nebraska,1972,104.9000015,9.746475,,0.17669691,41.09999847
Nebraska,1973,106.5999985,9.835299,,0.17817667,41.20000076
Nebraska,1974,110.5,9.766387,,0.17965645,42
Nebraska,1975,114.0999985,9.797554,,0.1811362,44.59999847
Nebraska,1976,118.0999985,9.787974,,0.18261597,46.79999924
Nebraska,1977,117.6999969,9.8011265,,0.18409574,48.09999847
Nebraska,1978,117.4000015,9.879457,,0.1855755,53.59999847
Nebraska,1979,116.0999985,9.847173,,0.18705527,55.40000153
Nebraska,1980,116.3000031,9.772381,,0.18853503,59.5
Nebraska,1981,117,9.81427,,0.18354794,60.90000153
Nebraska,1982,117.0999985,9.799478,,0.17856085,69.69999695
Nebraska,1983,110.8000031,9.802988,,0.17357376,83.69999695
Nebraska,1984,107.6999969,9.853516,25.4,0.16858667,94.80000305
Nebraska,1985,105.0999985,9.875531,24.6,0.16359958,95.80000305
Nebraska,1986,103.0999985,9.896881,24.5,0.1586125,104
Nebraska,1987,101.3000031,9.899986,24.8,0.15362541,113.6999969
Nebraska,1988,92.90000153,9.935325,24.3,0.14863832,123.3000031
Nebraska,1989,93.80000305,9.941367,24.1,0.14365123,139.3000031
Nebraska,1990,89.90000153,9.968171,25.2,0.13866414,143.3999939
Nebraska,1991,92.40000153,9.965081,24.6,,152.1999969
Nebraska,1992,90.59999847,9.99833,24.2,,169.5
Nebraska,1993,91.09999847,9.996415,24.3,,177.1999969
Nebraska,1994,85.90000153,10.029957,24.7,,169.6000061
Nebraska,1995,88.5,10.031776,24.1,,170.6999969
Nebraska,1996,86.19999695,10.078057,24.4,,175.5
Nebraska,1997,85.5,10.069764,24.4,,184.8000031
Nebraska,1998,83.09999847,,,,194.6000061
Nebraska,1999,86.59999847,,,,214.6000061
Nebraska,2000,77.59999847,,,,288.2999878
Nevada,1970,189.5,,,0.16155419,38.90000153
Nevada,1971,190.5,,,0.16377378,44
Nevada,1972,198.6000061,9.944233,,0.16599335,40.59999847
Nevada,1973,201.5,9.980632,,0.16821294,40.29999924
Nevada,1974,204.6999969,9.928623,,0.17043251,41.90000153
Nevada,1975,205.1999969,9.915459,,0.1726521,44.5
Nevada,1976,201.3999939,9.955231,,0.17487168,44.90000153
Nevada,1977,190.8000031,10.000601,,0.17709126,49.29999924
Nevada,1978,187,10.069867,,0.17931084,54.29999924
Nevada,1979,183.3000031,10.056074,,0.18153042,57.09999847
Nevada,1980,177.6999969,10.0342455,,0.18375,63.09999847
Nevada,1981,171.8999939,10.005963,,0.17854194,63.29999924
Nevada,1982,165.1000061,9.956868,,0.17333388,71.59999847
Nevada,1983,159.1999969,9.963725,,0.16812582,81.90000153
Nevada,1984,136.6000061,9.994218,35.1,0.16291776,99.80000305
Nevada,1985,146.6999969,10.025677,35.7,0.1577097,109.3000031
Nevada,1986,142.6000061,10.063729,37.2,0.15250164,106.5999985
Nevada,1987,147.6999969,10.07728,37.7,0.14729358,114
Nevada,1988,141.8999939,10.098186,39.3,0.14208552,129.6000061
Nevada,1989,137.8999939,10.129832,40.4,0.13687746,145.6000061
Nevada,1990,137.3000031,10.121194,40.2,0.1316694,173.6999969
Nevada,1991,115.5,10.105574,37.7,,186.3000031
Nevada,1992,110,10.127095,36.4,,193.8000031
Nevada,1993,108.0999985,10.137125,35.1,,196.8000031
Nevada,1994,105.1999969,10.162395,35.1,,190.3000031
Nevada,1995,100.9000015,10.180809,34.3,,190.3999939
Nevada,1996,99,10.206777,35.2,,195
Nevada,1997,95.59999847,10.186462,34.4,,198.5
Nevada,1998,102.4000015,,,,200.6000061
Nevada,1999,103.9000015,,,,225.8000031
Nevada,2000,93.19999695,,,,303.5
New Hampshire,1970,265.7000122,,,0.17073171,31.39999962
New Hampshire,1971,278,,,0.1723339,34.09999847
New Hampshire,1972,296.2000122,9.736376,,0.17393607,36.09999847
New Hampshire,1973,279,9.774945,,0.17553826,36.90000153
New Hampshire,1974,269.7999878,9.747308,,0.17714043,37.90000153
New Hampshire,1975,269.1000061,9.718851,,0.17874262,40.79999924
New Hampshire,1976,290.5,9.777043,,0.1803448,43.90000153
New Hampshire,1977,278.7999878,9.806763,,0.18194698,45
New Hampshire,1978,269.6000061,9.8531685,,0.18354917,49.70000076
New Hampshire,1979,254.6000061,9.865933,,0.18515134,53.20000076
New Hampshire,1980,247.8000031,9.860694,,0.18675353,55.29999924
New Hampshire,1981,245.3999939,9.867043,,0.18237484,58.40000153
New Hampshire,1982,239.8000031,9.8762455,,0.17799614,67
New Hampshire,1983,232.8999939,9.940468,,0.17361747,74.69999695
New Hampshire,1984,215.1000061,10.006829,35.6,0.16923878,90.5
New Hampshire,1985,201.1000061,10.061333,35.7,0.16486008,89.19999695
New Hampshire,1986,195.8999939,10.126132,34.7,0.1604814,100
New Hampshire,1987,195.1000061,10.146291,34.7,0.1561027,102
New Hampshire,1988,180.3999939,10.17227,34.1,0.15172403,113.5
New Hampshire,1989,172.8999939,10.159909,33.3,0.14734533,125.9000015
New Hampshire,1990,152.3999939,10.122781,32.9,0.14296664,135.8999939
New Hampshire,1991,144.8000031,10.11431,32.9,,153.8999939
New Hampshire,1992,143.6999969,10.12097,32.2,,164.3999939
New Hampshire,1993,148.8999939,10.111755,32.4,,181.1000061
New Hampshire,1994,153.8000031,10.156466,31,,157.8000031
New Hampshire,1995,158.5,10.213221,31,,163.8999939
New Hampshire,1996,158,10.228954,31.1,,168.6000061
New Hampshire,1997,174.3999939,10.230845,31.3,,176.6000061
New Hampshire,1998,173.8000031,,,,197
New Hampshire,1999,171.6999969,,,,222.8000031
New Hampshire,2000,147.3000031,,,,313.8999939
New Mexico,1970,90,,,0.18485743,39.70000076
New Mexico,1971,92.59999847,,,0.1860954,41.70000076
New Mexico,1972,99.30000305,9.55779,,0.18733338,41.09999847
New Mexico,1973,98.90000153,9.592716,,0.18857135,41.79999924
New Mexico,1974,100.3000031,9.584766,,0.18980932,43.70000076
New Mexico,1975,103.0999985,9.5968895,,0.19104728,46.29999924
New Mexico,1976,102.4000015,9.632618,,0.19228525,49.5
New Mexico,1977,102.4000015,9.669968,,0.19352323,51.59999847
New Mexico,1978,103.0999985,9.717297,,0.1947612,56
New Mexico,1979,101,9.699997,,0.19599918,57.59999847
New Mexico,1980,102.6999969,9.677752,,0.19723715,62.59999847
New Mexico,1981,103,9.680828,,0.19150561,63
New Mexico,1982,97.5,9.678599,,0.18577409,69.40000153
New Mexico,1983,96.30000305,9.686483,,0.18004255,79.59999847
New Mexico,1984,88.90000153,9.707866,28.3,0.17431101,90.19999695
New Mexico,1985,88,9.73475,28.7,0.16857949,97.5
New Mexico,1986,88.19999695,9.7369,27.9,0.16284795,101.1999969
New Mexico,1987,82.30000305,9.729162,27.8,0.15711641,110.1999969
New Mexico,1988,77.69999695,9.743268,27.2,0.15138488,113.6999969
New Mexico,1989,74.40000153,9.760063,27.9,0.14565335,127.1999969
New Mexico,1990,70.80000305,9.765913,27.2,0.13992181,133.6000061
New Mexico,1991,69.90000153,9.768038,27.1,,146.8999939
New Mexico,1992,71.40000153,9.784279,26.7,,165.3999939
New Mexico,1993,69,9.806236,26.4,,172.1999969
New Mexico,1994,68.19999695,9.827472,25.4,,158.3999939
New Mexico,1995,67,9.871939,27.4,,163.5
New Mexico,1996,65.69999695,9.878764,27.2,,170.8000031
New Mexico,1997,61.79999924,9.86426,27,,176
New Mexico,1998,62.59999847,,,,183.8000031
New Mexico,1999,59.70000076,,,,201.8000031
New Mexico,2000,53.79999924,,,,279.7999878
North Carolina,1970,172.3999939,,,0.19354838,27.29999924
North Carolina,1971,187.6000061,,,0.19367671,29.39999962
North Carolina,1972,214.1000061,9.590858,,0.19380504,28.70000076
North Carolina,1973,226.5,9.644995,,0.19393337,28.89999962
North Carolina,1974,227.3000031,9.621204,,0.1940617,30.10000038
North Carolina,1975,226,9.590678,,0.19419003,32.90000153
North Carolina,1976,230.1999969,9.6371355,,0.19431837,35.79999924
North Carolina,1977,217,9.656975,,0.1944467,36.59999847
North Carolina,1978,205.5,9.69771,,0.19457503,41.79999924
North Carolina,1979,197.3000031,9.681352,,0.19470336,43.70000076
North Carolina,1980,187.8000031,9.6566,,0.19483168,47.29999924
North Carolina,1981,179.3000031,9.661784,,0.19096653,50
North Carolina,1982,179,9.649224,,0.1871014,55.5
North Carolina,1983,169.8000031,9.693887,,0.18323624,66
North Carolina,1984,160.6000061,9.753726,19.8,0.1793711,75
North Carolina,1985,156.3000031,9.781757,19.7,0.17550595,78.90000153
North Carolina,1986,154.3999939,9.830363,20,0.1716408,83.69999695
North Carolina,1987,150.5,9.854593,20,0.16777566,90.59999847
North Carolina,1988,146,9.882553,20.1,0.16391051,96
North Carolina,1989,139.3000031,9.889289,20.3,0.16004537,107.5999985
North Carolina,1990,133.6999969,9.903341,20.9,0.15618022,116.4000015
North Carolina,1991,132.6999969,9.893853,20.2,,126.5999985
North Carolina,1992,128.8999939,9.923104,20.7,,145
North Carolina,1993,129.6999969,9.940663,20.9,,153.5
North Carolina,1994,112.6999969,9.966932,20.8,,135.8999939
North Carolina,1995,124.9000015,10.021808,20.5,,142.3000031
North Carolina,1996,129.6999969,10.0451355,21.1,,145.6000061
North Carolina,1997,125.5999985,10.051292,21.3,,152
North Carolina,1998,126,,,,167.6000061
North Carolina,1999,113.0999985,,,,186.8000031
North Carolina,2000,109,,,,257.2999878
North Dakota,1970,93.80000305,,,0.18446602,37.29999924
North Dakota,1971,98.5,,,0.18638696,38.90000153
North Dakota,1972,103.8000031,9.697235,,0.18830788,38.90000153
North Dakota,1973,108.6999969,9.984169,,0.19022882,39.40000153
North Dakota,1974,110.5,9.864307,,0.19214974,39.90000153
North Dakota,1975,117.9000015,9.806704,,0.19407068,42.59999847
North Dakota,1976,125.4000015,9.72551,,0.19599162,45.90000153
North Dakota,1977,122.1999969,9.693218,,0.19791254,47.40000153
North Dakota,1978,121.9000015,9.859668,,0.19983348,53.20000076
North Dakota,1979,121.3000031,9.782693,,0.2017544,55
North Dakota,1980,123.6999969,9.610509,,0.20367534,59.59999847
North Dakota,1981,125.6999969,9.761848,,0.19795687,62
North Dakota,1982,126.8000031,9.764914,,0.19223839,67.80000305
North Dakota,1983,119.5999985,9.792011,,0.18651992,77.90000153
North Dakota,1984,109.4000015,9.795627,24,0.18080144,94.40000153
North Dakota,1985,103.1999969,9.793513,23.1,0.17508297,100.5999985
North Dakota,1986,99.80000305,9.804612,23,0.1693645,104.1999969
North Dakota,1987,92.30000305,9.789935,23.3,0.16364601,110.3000031
North Dakota,1988,87.09999847,9.692096,24.1,0.15792754,123.3000031
North Dakota,1989,84.09999847,9.786231,24.5,0.15220906,135.8999939
North Dakota,1990,77.09999847,9.84136,26.6,0.14649059,144.3000031
North Dakota,1991,85.19999695,9.819377,26.1,,159.8000031
North Dakota,1992,74.30000305,9.882981,25.4,,168.3000031
North Dakota,1993,83,9.853105,25.6,,177.6000061
North Dakota,1994,81,9.916486,25.8,,180.1000061
North Dakota,1995,80.59999847,9.884033,25.5,,179.5
North Dakota,1996,80.80000305,9.960636,26.6,,182.6999969
North Dakota,1997,77.5,9.908545,26.4,,194.1000061
North Dakota,1998,79.09999847,,,,205.1999969
North Dakota,1999,74.69999695,,,,223.6000061
North Dakota,2000,72.5,,,,297.5
Ohio,1970,121.5999985,,,0.17321949,36.59999847
Ohio,1971,124.5999985,,,0.17453988,38.09999847
Ohio,1972,124.4000015,9.779579,,0.17586027,38.40000153
Ohio,1973,120.5,9.826632,,0.17718066,42
Ohio,1974,122.0999985,9.811853,,0.17850105,42.90000153
Ohio,1975,122.5,9.78323,,0.17982145,46
Ohio,1976,124.5999985,9.831858,,0.18114184,48.5
Ohio,1977,127.3000031,9.872402,,0.18246223,49.79999924
Ohio,1978,131.3000031,9.89935,,0.18378262,53.90000153
Ohio,1979,130.8999939,9.89159,,0.18510301,56.29999924
Ohio,1980,133.5,9.850911,,0.1864234,58.70000076
Ohio,1981,132.8000031,9.835517,,0.18227963,61.40000153
Ohio,1982,134,9.815445,,0.17813586,68.30000305
Ohio,1983,130,9.836498,,0.17399208,82.5
Ohio,1984,127.0999985,9.884094,24.9,0.16984831,89.19999695
Ohio,1985,126.6999969,9.904476,24.2,0.16570452,92.19999695
Ohio,1986,126.3000031,9.938112,23.4,0.16156074,98.09999847
Ohio,1987,124.5999985,9.943063,23.9,0.15741697,102.1999969
Ohio,1988,122.4000015,9.968595,23.7,0.1532732,108.4000015
Ohio,1989,118.5999985,9.977871,23.9,0.14912942,120.5
Ohio,1990,115.5,9.977726,23.9,0.14498565,135.3999939
Ohio,1991,113.1999969,9.96233,23.6,,139.8000031
Ohio,1992,112.3000031,9.982689,23,,159.6000061
Ohio,1993,108.9000015,9.989721,23,,162.5
Ohio,1994,108.5999985,10.031492,23,,151.1999969
Ohio,1995,111.6999969,10.080514,22.8,,155.6000061
Ohio,1996,107.5999985,10.097258,23.3,,159.6999969
Ohio,1997,108.5999985,10.09318,23,,166.8000031
Ohio,1998,106.4000015,,,,172.8999939
Ohio,1999,104,,,,193.1999969
Ohio,2000,99.90000153,,,,265.3999939
Oklahoma,1970,108.4000015,,,0.17545916,38.40000153
Oklahoma,1971,115.4000015,,,0.17652482,39.79999924
Oklahoma,1972,121.6999969,9.625027,,0.17759047,39.79999924
Oklahoma,1973,124.0999985,9.682419,,0.17865612,40.40000153
Oklahoma,1974,130.5,9.675103,,0.17972177,41
Oklahoma,1975,132.8999939,9.682616,,0.18078743,43.59999847
Oklahoma,1976,138.6000061,9.71226,,0.18185309,46.40000153
Oklahoma,1977,140.3999939,9.740367,,0.18291874,47.90000153
Oklahoma,1978,143.6000061,9.782526,,0.18398438,53.09999847
Oklahoma,1979,141.6000061,9.809667,,0.18505004,55.5
Oklahoma,1980,141.6000061,9.811438,,0.1861157,62.90000153
Oklahoma,1981,143.6999969,9.84499,,0.18176825,65.80000305
Oklahoma,1982,147,9.85314,,0.17742081,71.69999695
Oklahoma,1983,140,9.804846,,0.17307337,83.90000153
Oklahoma,1984,128.1000061,9.813323,17.8,0.16872592,93.30000305
Oklahoma,1985,124.1999969,9.81613,18.1,0.1643785,95.09999847
Oklahoma,1986,119.9000015,9.801922,18.3,0.16003105,104.5999985
Oklahoma,1987,113.0999985,9.779805,18.2,0.1556836,114.4000015
Oklahoma,1988,103.5999985,9.80147,18.3,0.15133616,122.5999985
Oklahoma,1989,97.5,9.818206,18.4,0.14698872,133.3999939
Oklahoma,1990,88.40000153,9.828145,19.7,0.14264128,146.1000061
Oklahoma,1991,87.80000305,9.822683,19.7,,149.1000061
Oklahoma,1992,86.30000305,9.844191,19.9,,170.6000061
Oklahoma,1993,86.19999695,9.848171,20,,182.3999939
Oklahoma,1994,104.8000031,9.861187,20.4,,163.3999939
Oklahoma,1995,109.5,9.8983755,20,,161.1000061
Oklahoma,1996,110.8000031,9.918806,19.9,,162.6999969
Oklahoma,1997,111.8000031,9.919992,20.1,,172
Oklahoma,1998,112.1999969,,,,183.6000061
Oklahoma,1999,111.4000015,,,,203.3999939
Oklahoma,2000,108.9000015,,,,272.6000061
Pennsylvania,1970,107.3000031,,,0.16337599,38.40000153
Pennsylvania,1971,106.3000031,,,0.16508459,44.70000076
Pennsylvania,1972,109,9.784274,,0.16679317,44.70000076
Pennsylvania,1973,110.6999969,9.821088,,0.16850176,44.90000153
Pennsylvania,1974,114.1999969,9.814226,,0.17021035,46.59999847
Pennsylvania,1975,114.5999985,9.804516,,0.17191894,49.79999924
Pennsylvania,1976,118.8000031,9.84331,,0.17362754,52.29999924
Pennsylvania,1977,120.0999985,9.87337,,0.17533612,53.29999924
Pennsylvania,1978,122.3000031,9.902813,,0.17704472,57.40000153
Pennsylvania,1979,122.5999985,9.899785,,0.1787533,60.59999847
Pennsylvania,1980,124,9.869998,,0.1804619,61.29999924
Pennsylvania,1981,125.1999969,9.866444,,0.17645559,64.80000305
Pennsylvania,1982,123.3000031,9.862766,,0.17244929,69.80000305
Pennsylvania,1983,125.3000031,9.876906,,0.16844298,81.69999695
Pennsylvania,1984,115.3000031,9.911305,24.9,0.16443667,97.69999695
Pennsylvania,1985,115.8000031,9.944738,24.9,0.16043037,100.0999985
Pennsylvania,1986,113.9000015,9.987108,25.2,0.15642406,104.9000015
Pennsylvania,1987,110.5999985,10.000928,25.1,0.15241775,110
Pennsylvania,1988,107.5999985,10.021413,25.3,0.14841144,112.3000031
Pennsylvania,1989,107.0999985,10.047447,24.6,0.14440514,122.8000031
Pennsylvania,1990,101.3000031,10.051471,25.8,0.14039883,133.6999969
Pennsylvania,1991,102.5,10.049363,24.6,,144.1000061
Pennsylvania,1992,96.19999695,10.06763,23.5,,176.1999969
Pennsylvania,1993,94.69999695,10.068742,23.7,,183.8000031
Pennsylvania,1994,95.40000153,10.092337,23.4,,158.1000061
Pennsylvania,1995,95.40000153,10.130719,22.4,,161.6999969
Pennsylvania,1996,93.30000305,10.155947,22.4,,169.3999939
Pennsylvania,1997,92.90000153,10.152338,22.1,,176.5
Pennsylvania,1998,92.09999847,,,,190.8999939
Pennsylvania,1999,91.09999847,,,,205
Pennsylvania,2000,87.90000153,,,,280.1000061
Rhode Island,1970,123.9000015,,,0.18315789,39.29999924
Rhode Island,1971,123.1999969,,,0.1838495,40.20000076
Rhode Island,1972,134.3999939,9.770211,,0.18454109,41.59999847
Rhode Island,1973,142,9.785204,,0.1852327,40.59999847
Rhode Island,1974,146.1000061,9.765945,,0.1859243,41.29999924
Rhode Island,1975,154.6999969,9.757126,,0.18661591,44.29999924
Rhode Island,1976,150.1999969,9.795517,,0.1873075,52.20000076
Rhode Island,1977,148.8000031,9.819708,,0.18799911,52.29999924
Rhode Island,1978,146.8000031,9.842971,,0.18869072,56.29999924
Rhode Island,1979,145.8000031,9.843946,,0.18938231,58.70000076
Rhode Island,1980,149.3000031,9.835399,,0.19007392,60
Rhode Island,1981,151.1999969,9.836284,,0.18641046,64.5
Rhode Island,1982,146.3000031,9.842975,,0.18274699,71.59999847
Rhode Island,1983,135.8000031,9.882348,,0.17908351,84
Rhode Island,1984,136.8999939,9.931385,25.1,0.17542005,94.80000305
Rhode Island,1985,133.3999939,9.955239,25.7,0.17175658,100.3000031
Rhode Island,1986,136.3000031,10.002565,26,0.16809312,101.8000031
Rhode Island,1987,124.4000015,10.027571,25.6,0.16442965,113.5
Rhode Island,1988,138,10.065297,25.3,0.16076617,121.5
Rhode Island,1989,120.8000031,10.080025,24.8,0.1571027,134.8000031
Rhode Island,1990,101.4000015,10.059916,24,0.15343924,150.8999939
Rhode Island,1991,103.5999985,10.039507,24.3,,170.3000031
Rhode Island,1992,100.0999985,10.049703,22.8,,190
Rhode Island,1993,94.09999847,10.066945,22.3,,197.8999939
Rhode Island,1994,91.90000153,10.080224,22.6,,168.8999939
Rhode Island,1995,90.80000305,10.135032,22.2,,209.6000061
Rhode Island,1996,87.5,10.145525,21.7,,214.8999939
Rhode Island,1997,90,10.153225,22.9,,217
Rhode Island,1998,88.69999695,,,,232.1999969
Rhode Island,1999,86.90000153,,,,251.6999969
Rhode Island,2000,83.09999847,,,,322.8999939
South Carolina,1970,103.5999985,,,0.20030876,32.5
South Carolina,1971,115,,,0.20048928,34.29999924
South Carolina,1972,118.6999969,9.509309,,0.20066981,34.09999847
South Carolina,1973,125.5,9.563993,,0.20085034,33.5
South Carolina,1974,129.6999969,9.558746,,0.20103087,35.20000076
South Carolina,1975,130.5,9.527854,,0.2012114,38.09999847
South Carolina,1976,136.8000031,9.574728,,0.20139192,41
South Carolina,1977,137.1999969,9.589702,,0.20157245,42.20000076
South Carolina,1978,140.3999939,9.626875,,0.20175298,49.20000076
South Carolina,1979,135.6999969,9.623209,,0.2019335,50.20000076
South Carolina,1980,138.3000031,9.601186,,0.20211403,52.29999924
South Carolina,1981,136.1000061,9.600561,,0.197689,54.70000076
South Carolina,1982,136,9.58379,,0.19326398,61.90000153
South Carolina,1983,131.1000061,9.625991,,0.18883894,72.40000153
South Carolina,1984,127,9.675049,22,0.18441392,81.30000305
South Carolina,1985,125.4000015,9.697684,22.1,0.17998889,83
South Carolina,1986,126.5999985,9.729729,22.9,0.17556386,88.69999695
South Carolina,1987,126.5999985,9.754577,23.5,0.17113884,95.30000305
South Carolina,1988,124.4000015,9.792579,24,0.1667138,99.90000153
South Carolina,1989,122.4000015,9.796468,24,0.16228878,111.9000015
South Carolina,1990,118.5999985,9.827639,25.6,0.15786375,125.1999969
